FID,osm_id,amenity,name,short_name,official_name,alt_name,old_name,operator,operator-type,emergency,capacity,wheelchair,ref-FR-FINESS,type-FR-FINESS,ref-FR-NAF,ref-FR-SIRET,contact-website,url,phone,contact-phone,fax,contact-fax,email,contact-email,addr-housename,addr-housenumber,addr-street,addr-city,addr-postcode,wikidata,wikipedia,description,opening_hours,source,note,osm_type,osm_version,osm_timestamp,healthcare-speciality,the_geom,osm_original_geom
hospitals_point.210044368,210044368,hospital,Hôpital Édouard Herriot,,,Hôpital de Grange-Blanche,,,public,yes,,no,690783154,101,,26690027300217,,,,,,,,,,,,,,Q3145366,,,,,,way,21,2025-07-29T03:58:26Z,intensive,POINT (543530.9785699669 5739378.922809129),"SRID=3857;POLYGON((543111.3202957443 5739365.762501819,543113.4131021712 5739361.423741302,543116.4521242699 5739360.658077899,543135.3764377048 5739354.102087726,543158.7757946695 5739345.9509728495,543164.6200679361 5739323.682994508,543171.2213137402 5739319.870645632,543192.6503157179 5739325.485486386,543194.2533163853 5739328.388615665,543210.8399205136 5739332.631652465,543232.9924991814 5739338.342208944,543235.4415279789 5739328.564079552,543235.1632292519 5739328.484323236,543234.6622915432 5739327.6229551025,543237.144716188 5739317.844837481,543237.979612369 5739317.350348945,543240.9518427731 5739305.674047022,543244.3470872423 5739292.290982088,543243.8350175847 5739291.413666258,543246.417629771 5739281.667490747,543247.2970537483 5739281.141101867,543247.6087483226 5739281.236808933,543250.0132493237 5739271.554449208,543234.628895696 5739267.502855346,543228.2948166699 5739265.827984405,543211.7861361852 5739261.553077148,543208.9920169665 5739263.196044994,543190.7244885273 5739258.378800327,543187.4071677016 5739257.533390107,543184.4349372974 5739252.413077098,543183.6334369637 5739251.02532922,543186.0490699139 5739241.438708979,543187.3960357525 5739236.095089865,543192.4165447872 5739230.081528306,543243.2895520799 5739204.671484113,543297.1570536747 5739184.844362511,543604.1873412316 5739115.043037082,543705.6550570898 5739065.244528245,543712.4010182318 5739061.926764327,543713.6144006813 5739061.480142355,543749.7264434948 5739043.551478859,543753.5669659271 5739041.653339554,543773.3484394411 5739032.050993963,543776.5655727249 5739031.365112533,543795.9796919193 5739033.343003317,543798.4843804622 5739035.927022582,543798.5623041057 5739036.852165464,543799.6198392682 5739047.634872353,543802.8369725521 5739080.270186071,543803.7275284785 5739089.537616119,543831.7800401584 5739376.944390686,543820.7816744681 5739380.597250435,543817.1415271191 5739395.767002804,543834.7856664099 5739407.602936898,543842.5446349181 5739485.573742262,543843.9583924512 5739500.328932619,543845.8508237946 5739519.582498853,543846.596664383 5739527.127611143,543848.0660816615 5739542.265709831,543848.7673944534 5739549.396098214,543849.1347487731 5739553.160690358,543849.6022906344 5739558.281176293,543852.3852779042 5739588.988202007,543856.415043471 5739628.40501203,543853.8658271318 5739631.4518063115,543800.6439785835 5739633.42983038,543789.20033493 5739633.812673798,543786.9739451142 5739633.892432844,543766.480026859 5739634.578360686,543687.5545078866 5739637.577301627,543674.8529539872 5739638.055856126,543562.3868724387 5739642.426655076,543520.0409381409 5739640.608147224,543472.8080781973 5739638.0080006765,543430.1393173763 5739630.494698046,543414.387609429 5739627.735036464,543411.3374553812 5739627.208627127,543392.7693643171 5739620.253646071,543381.9713737101 5739616.20189356,543347.2062967352 5739603.201204044,543263.7946022839 5739565.044688709,543221.4041401898 5739544.817973476,543210.7286010227 5739539.713446923,543206.3871408817 5739537.719492032,543181.3736513006 5739526.026949543,543163.0838589633 5739518.019241714,543155.9371476542 5739496.468653429,543151.9073820875 5739484.584746594,543149.3247699012 5739477.05562188,543145.8738656866 5739467.022116,543143.7253995143 5739460.689368509,543141.0648636842 5739452.920991709,543125.023725061 5739406.119456425,543117.2981524 5739383.5642031245,543112.4668864995 5739369.431308317,543111.3202957443 5739365.762501819))"
hospitals_point.108765946,108765946,hospital,Centre de Biologie-Pathologie,,,,,,,no,,,590048468,,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,way,10,2019-07-02T21:55:32Z,,POINT (337483.824163657 6552465.8243203405),"SRID=3857;POLYGON((337403.6881684326 6552421.987416044,337474.1645380539 6552421.391007404,337512.5252345812 6552421.057720245,337516.48820845346 6552421.022637387,337563.0197556051 6552420.619184526,337563.44276967004 6552457.8070961945,337563.6542767026 6552476.523905696,337564.0327629713 6552509.502080086,337404.74570359517 6552511.186075504,337403.6881684326 6552421.987416044))"
hospitals_point.509469376,509469376,hospital,Clinique Saint-Jean - Sud de France,,,,,,,yes,,,,,,,,,+33 4 67 01 01 01,,,,,,,1,Place de l'Europe,Saint-Jean-de-Védas,34430,,,,,,,way,22,2022-08-12T15:43:54Z,orthopaedics;emergency;radiology;general;surgery;pediatrics;,POINT (426945.4697251336 5399183.250322348),"SRID=3857;POLYGON((426679.34830440074 5399125.665705967,426686.9068978256 5399126.925577992,426697.42658970563 5399138.679270405,426721.4159399715 5399143.119558092,426752.1067235832 5399106.8291031895,426877.252095133 5399132.687190053,426945.2460401096 5399145.547121117,426985.00936222094 5399081.278372946,426996.85375604127 5399058.093796627,427016.33466693014 5399034.909278395,427052.36878609995 5399022.0187728405,427086.67745316244 5399010.849064432,427095.43829708785 5399017.747548501,427129.9362072846 5399042.330161607,427140.088544845 5399051.748392556,427146.83450598706 5399063.056428022,427150.74182011397 5399077.345133904,427148.1814718257 5399084.858236493,427145.1869775233 5399092.171610105,427129.55772101594 5399113.097723674,427111.0118938498 5399126.679749289,427106.8819407414 5399146.223151442,427121.2644189519 5399163.123925578,427132.65240286005 5399179.73280732,427138.7304470574 5399195.051108583,427142.5153097443 5399216.100370337,427140.9345729751 5399231.495554137,427134.5670981017 5399241.513192482,427099.8020211269 5399269.952896634,427023.02496832685 5399281.614583409,426825.7223028448 5399311.222120336,426789.18724596646 5399316.5997319175,426745.78377650614 5399248.181381074,426715.304499927 5399188.3983226735,426703.50463390286 5399148.804358586,426679.34830440074 5399125.665705967))"
hospitals_point.1134793063,1134793063,hospital,Centre Hospitalier de Nogaro,,,,,,,,,,,,,,,,,,,,,,,1,Avenue des Pyrénées,,,,,,,,,way,4,2025-12-16T11:17:47Z,,POINT (-3452.642606330363 5428007.1713711945),"SRID=3857;POLYGON((-3581.49310924107 5427991.938100273,-3580.4467060276133 5427982.98351394,-3571.7860496438966 5427970.437860277,-3559.0956276934635 5427960.435256744,-3470.5743686146525 5427913.335315675,-3429.2971014285063 5427944.7455245275,-3411.541642646979 5427959.202270928,-3406.5879253066787 5427963.194063107,-3396.524643338967 5427953.869609169,-3350.850256266486 5427992.832018145,-3327.3952395563438 5428012.837306332,-3346.3640807875177 5428033.736559754,-3372.9917029852686 5428109.072904696,-3374.7839467870403 5428114.128229745,-3378.8359762519153 5428119.7692359695,-3412.0982401009455 5428092.781830327,-3411.441455105265 5428091.980378023,-3415.949894482393 5428088.373843531,-3421.282098091391 5428084.104571618,-3489.153591628049 5428031.270568687,-3527.3027811229044 5428062.17256691,-3578.654462225841 5428006.410333056,-3581.49310924107 5427991.938100273))"
hospitals_point.10255640516,10255640516,hospital,Cabinet infirmière Berthe/Le Moal,,,,,Berthe Karine & Le Moal Catherine,private,,,,,,,,,,+33 2 97 45 15 62,,,,,,,14,Chemin Jean-Bernard le Bot,Saint-Gildas-de-Rhuys,56730,,,,,,,node,2,2023-12-05T22:14:39Z,vaccination;blood_check,POINT (-315731.1080129227 6024420.144891671),
hospitals_point.258392592,258392592,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014,,way,2,2026-03-26T13:12:19Z,,POINT (-102256.71991751771 5908594.363722112),"SRID=3857;POLYGON((-102263.75040478248 5908589.105468569,-102263.6390852917 5908583.902238696,-102250.0581074149 5908584.552642258,-102250.94866334125 5908605.20298059,-102262.97116834692 5908604.715176762,-102262.41457089297 5908591.2192815915,-102262.30325140218 5908589.268069553,-102263.75040478248 5908589.105468569))"
hospitals_point.577853796,577853796,hospital,Centre Hospitalier Intercommunal des Andaines - Site de Domfront,,,,,CHIC des Andaines,public,no,,,610780108,355,,,,,+33 2 33 30 57 57,,+33 2 33 30 57 00,,,,,,,,,,,,,,,way,2,2023-10-18T11:44:57Z,,POINT (-73326.12966043821 6205737.668091225),"SRID=3857;POLYGON((-73459.39801600884 6205661.984270186,-73432.34737974608 6205631.85868249,-73426.01330071995 6205627.095820016,-73415.72737977066 6205621.10437843,-73405.33013933056 6205618.950153274,-73395.16666982113 6205617.822551263,-73384.88074887183 6205617.721571987,-73377.99007239172 6205618.394767191,-73371.09939591163 6205621.10437843,-73355.61485474228 6205630.377650765,-73277.05669008948 6205682.011954578,-73270.60015962346 6205686.387757443,-73265.81342151934 6205690.426962093,-73265.59078253775 6205690.763562566,-73256.46258429272 6205698.505377139,-73255.23806989398 6205699.5151795605,-73239.98729965532 6205712.47432127,-73228.5213921036 6205749.500549249,-73229.74590650233 6205760.608449082,-73230.19118446551 6205763.974482199,-73231.09287234093 6205773.315231075,-73238.43995873327 6205800.209913065,-73241.9353907442 6205823.822773438,-73245.09686428274 6205875.458251813,-73285.10508927381 6205886.869263581,-73327.59573890961 6205829.932169946,-73411.88685733828 6205717.153081179,-73434.23981108956 6205687.902458963,-73447.93210845714 6205673.765255291,-73450.93773470855 6205670.56755772,-73459.39801600884 6205661.984270186))"
hospitals_point.153420381,153420381,hospital,Centre Médical Lalance,,,,,,,,,,680000247,109,,42481025700156,,,,,,,,,,,,,,,,,,Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2012,,way,7,2025-09-13T11:32:30Z,,POINT (811661.5730207216 6067182.145143842),"SRID=3857;POLYGON((811574.0240516708 6067256.496161073,811574.2466906523 6067251.892482254,811574.4025379395 6067247.752485419,811574.6919686155 6067243.446890821,811574.9034756481 6067239.141298372,811575.1261146297 6067234.719788364,811575.3376216622 6067230.6294796355,811575.5491286948 6067226.489493012,811575.7717676762 6067221.769910693,811577.3859002927 6067163.181065466,811578.0983450338 6067149.0721096955,811578.543622997 6067140.179505076,811579.23380384 6067106.513545047,811588.506717423 6067106.563224179,811598.9596176087 6067037.741336107,811624.9415867598 6067036.996155051,811617.4720489273 6067108.053598387,811645.8251232324 6067109.3121368075,811644.7898519682 6067118.602143198,811789.750092879 6067144.534727421,811776.3360942386 6067188.451389075,811770.9482308842 6067197.774600579,811734.2239308715 6067188.2195509095,811730.1830333556 6067203.901761059,811743.3298652183 6067235.398746681,811744.0200460613 6067265.43856581,811709.878358235 6067273.023057102,811658.4598854375 6067266.597767104,811652.6267441199 6067265.703526093,811629.9954916417 6067262.755843414,811624.0844266805 6067261.960962865,811574.0240516708 6067256.496161073))"
hospitals_point.826930642,826930642,hospital,Centre régional anti-cancer François Baclesse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,2,2023-12-06T12:37:25Z,,POINT (-39457.43003726 6309470.928366253),"SRID=3857;POLYGON((-39595.240812208554 6309614.278805372,-39586.70260726471 6309363.501160307,-39342.456512515186 6309300.15623857,-39323.79936585824 6309349.581592565,-39332.192855464054 6309562.19399656,-39377.488756267834 6309590.357577438,-39378.67987481932 6309622.048107689,-39595.240812208554 6309614.278805372))"
hospitals_point.579916181,579916181,hospital,Centre hospitalier de la Risle,CH de la Risle,,,,,public,yes,,,270000425,355,,,,,+33 2 32 41 64 64,,+33 2 32 42 64 65,,direction@ch-pont-audemer.fr,,,64,Route de Lisieux,Pont-Audemer,27500,,,,,,,way,4,2026-01-16T17:56:18Z,,POINT (57318.314353091744 6334179.760559943),"SRID=3857;POLYGON((57089.51067248743 6334109.761926963,57091.692534506976 6334101.371920171,57094.19722304982 6334096.980412823,57096.646251847276 6334093.289497922,57101.12129537717 6334090.059948705,57109.84874345537 6334086.881663388,57109.81534760813 6334085.0532955,57181.26019679925 6334064.360299716,57231.610002485046 6334047.32407304,57289.09538753069 6334023.145335172,57353.24881007486 6333992.866476699,57435.6697610582 6333955.376889946,57480.21982127366 6334037.806356616,57495.058709396406 6334073.963483829,57504.38728272489 6334104.994488268,57510.28721573693 6334136.777463975,57456.41971414207 6334145.06498008,57471.091623028624 6334196.789517788,57484.37203828025 6334255.759638308,57456.79820041076 6334303.349561955,57433.28752395521 6334339.422390941,57413.116432223476 6334370.539815898,57393.60212548742 6334400.239036214,57377.327215933445 6334423.273946773,57362.811154334 6334428.502948613,57349.29696815169 6334433.356012056,57335.025809431994 6334425.785917838,57307.084617242894 6334343.7969368575,57202.288448610096 6334336.842093436,57150.13526717345 6334197.883135499,57095.31041795776 6334211.587544508,57091.50329137263 6334188.365248621,57089.51067248743 6334109.761926963))"
hospitals_point.1283601804,1283601804,hospital,,,,,,MGEN,,no,,,830100681,,,,,,,,,,,,,,,,,Q125947370,,,,,,way,10,2025-03-06T13:30:33Z,,POINT (683440.1677171239 5330962.207389321),"SRID=3857;POLYGON((683355.8226738623 5330990.505468464,683356.1121045385 5330981.293240171,683360.108474258 5330963.036582832,683365.2403027836 5330941.01272628,683372.0864514672 5330901.998293602,683373.1773824771 5330880.828685351,683373.9566189126 5330864.707481311,683374.5911400102 5330850.080982539,683374.6690636537 5330834.020838767,683373.3554936623 5330825.632360605,683370.4277910545 5330816.511805637,683372.4983335832 5330815.962742411,683402.9998740605 5330807.894567074,683403.48967982 5330767.935086969,683416.5251921919 5330748.992522983,683408.8107514799 5330742.632588625,683409.523196221 5330738.682415752,683411.4601553607 5330734.167934513,683448.3736985079 5330746.765782882,683462.2218431626 5330753.4612564305,683468.6338458322 5330756.77086586,683471.9400347089 5330759.439906578,683477.0495993362 5330763.756128321,683480.7231425324 5330768.362133943,683484.1072550525 5330773.257923867,683485.6879918219 5330777.863934176,683486.4894921555 5330781.539593043,683486.9125062205 5330788.448615494,683486.411568512 5330796.379508499,683484.8308317427 5330820.78229849,683477.5171411976 5330829.735088072,683477.1052590816 5330833.014220987,683474.9456609603 5330850.431774213,683474.4447232517 5330854.473505308,683478.986558476 5330855.068326259,683476.326022646 5330875.0329796495,683475.3575430762 5330882.308116064,683472.9307781769 5330900.473104081,683470.3147701432 5330920.102312247,683469.5355337077 5330926.020061429,683469.424214217 5330932.639403876,683471.138534375 5330938.907956008,683472.8973823297 5330943.666567737,683475.8139529885 5330950.545206289,683479.6433434718 5330958.93379675,683482.1480320146 5330965.202366549,683492.4005571166 5330983.764068723,683497.7550246238 5330992.533990155,683498.1001150453 5330993.0983158145,683506.4602088039 5331007.648778438,683511.803544362 5331014.496960001,683516.7127339059 5331025.295439132,683518.5272416058 5331029.9625822855,683523.7035979278 5331043.811504469,683526.0079113871 5331065.027239007,683528.9801417913 5331091.398266005,683528.1341136612 5331103.767813314,683524.4271746179 5331114.139332945,683519.7072282082 5331124.2058189055,683515.1431290857 5331133.707981529,683505.7922918592 5331144.308318827,683499.8589629998 5331148.655223213,683489.8179449303 5331155.045938956,683476.2480990026 5331159.148811275,683465.2942611085 5331161.207874274,683454.563062196 5331160.857070915,683442.5850849866 5331158.691241784,683435.1712068999 5331156.632179343,683430.7184272681 5331153.3224280765,683427.7573288131 5331149.677127346,683425.5865987425 5331144.994672015,683422.3917293568 5331130.627022442,683421.601360972 5331116.930493874,683420.2321312353 5331106.33018768,683418.1727206558 5331096.050190012,683413.1522116209 5331084.7635587305,683398.3244554473 5331064.340891698,683368.3127207294 5331021.101113126,683358.5054735906 5330999.427916789,683355.8226738623 5330990.505468464))"
hospitals_point.171869421,171869421,hospital,Hôpital Estaing,,,CHU Estaing,,,public,yes,,,630781268,101,,,,,+33 4 73 75 07 50,,,,,,,,,,,,fr:Hôpital d'Estaing,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,way,10,2025-08-08T05:30:44Z,intensive,POINT (346242.6841774545 5746109.894519761),"SRID=3857;POLYGON((345973.0737016479 5746041.184035849,346066.48188637255 5745906.311175977,346070.47825609206 5745900.548515582,346077.04610604886 5745903.900755248,346083.61395600566 5745906.295212925,346090.07048647164 5745908.051148965,346100.7571575878 5745909.807085351,346109.6627168513 5745910.285977153,346124.80216759915 5745908.849301823,346133.70772686263 5745906.614473998,346138.0491870036 5745905.177799262,346144.50571746955 5745902.6237114165,346151.07356742636 5745899.271472232,346157.41877840157 5745895.280712946,346165.21114275715 5745889.693652949,346172.1129511863 5745894.642191627,346171.32258280163 5745895.74364093,346178.5694816523 5745900.867776448,346185.5826095723 5745905.975951865,346186.80712397106 5745904.379646731,346203.8390060624 5745911.882283343,346201.49016480666 5745917.293763465,346233.3386711226 5745940.4562126165,346240.4631185334 5745945.724041995,346241.68763293215 5745943.968098521,346258.6081955327 5745951.4707685085,346256.18143063335 5745957.05786729,346288.21918008366 5745980.204456755,346295.34362749447 5745985.312677711,346296.45682240237 5745983.716358346,346313.4887044938 5745991.059429791,346311.06193959445 5745996.662516642,346343.4893072625 5746020.160400779,346350.11281696474 5746025.061122209,346351.3373313635 5746023.464795713,346368.25789396407 5746030.8078999575,346365.84226101387 5746036.411011837,346397.8688785151 5746059.5418443745,346404.99332592584 5746064.650110874,346406.1065208338 5746063.053777276,346423.13840292516 5746070.556547667,346420.74503387307 5746076.079867784,346427.7358978949 5746081.124290307,346500.0045113179 5746133.276762931,346502.14184554113 5746147.707742921,346371.6754023314 5746327.155102687,346361.3115577386 5746330.746960281,346306.16388199956 5746310.393119758,346151.44092174596 5746255.20650954,346141.3219800329 5746251.598718767,346107.73688966053 5746239.610008601,346103.4399573159 5746229.121895911,346114.19342012657 5746204.20270057,346142.16800816293 5746139.949491921,346138.672576152 5746129.748838861,346049.4388723321 5746082.209799327,345973.0737016479 5746041.184035849))"
